date,hour,cars_present
2025-09-13,5,62
2025-09-13,6,67
2025-09-13,7,61
2025-09-13,8,61
2025-09-13,9,61
2025-09-13,10,64
2025-09-13,11,62
2025-09-13,12,60
2025-09-13,13,56
2025-09-13,14,63
2025-09-13,15,60
2025-09-13,16,61
2025-09-13,17,66
2025-09-13,18,55
2025-09-13,19,57
2025-09-13,20,56
2025-09-13,21,55
2025-09-13,22,55
2025-09-13,23,56
2025-09-14,0,56
2025-09-14,1,68
2025-09-14,2,71
2025-09-14,3,71
2025-09-14,4,60
2025-09-14,5,57
2025-09-14,6,59
2025-09-14,7,59
2025-09-14,8,57
2025-09-14,9,60
2025-09-14,10,65
2025-09-14,11,59
2025-09-14,12,62
2025-09-14,13,64
2025-09-14,14,62
2025-09-14,15,55
2025-09-14,16,51
2025-09-14,17,49
2025-09-14,18,47
2025-09-14,19,48
2025-09-14,20,48
2025-09-14,21,46
2025-09-14,22,42
2025-09-14,23,44
2025-09-15,0,51
2025-09-15,1,48
2025-09-15,2,58
2025-09-15,3,48
2025-09-15,4,51
2025-09-15,5,56
2025-09-15,6,60
2025-09-15,7,60
2025-09-15,8,59
2025-09-15,9,55
2025-09-15,10,60
2025-09-15,11,61
2025-09-15,12,61
2025-09-15,13,54
2025-09-15,14,58
2025-09-15,15,54
2025-09-15,16,62
2025-09-15,17,59
2025-09-15,18,66
2025-09-15,19,63
2025-09-15,20,59
2025-09-15,21,60
2025-09-15,22,66
2025-09-15,23,69
2025-09-16,0,69
2025-09-16,1,57
2025-09-16,2,48
2025-09-16,3,37
2025-09-16,4,27
2025-09-16,5,19
2025-09-16,6,15
2025-09-16,7,12
2025-09-16,8,5
2025-09-16,9,4
2025-09-16,10,3
2025-09-16,11,1
